Date,BTLG11.SA,MFII11.SA,VGHF11.SA,VGIP11.SA,XPLG11.SA,XPML11.SA
2022-01-03,1.0,1.0,,1.0,1.0,1.0
2022-01-04,0.9996226328723835,0.9997227533238409,,1.0074074074074073,0.9983945047538644,0.993330581448954
2022-01-05,0.9754717125082916,1.0014782964774305,,1.0034567750530479,0.9753160081931396,0.9731171478432791
2022-01-06,0.9822641768545475,0.974775909893209,,1.0034567750530479,0.9748143483443924,0.9721937296333875
2022-01-07,0.9894339363529997,0.9711724785197269,,1.0056296266155478,0.9725064680666291,0.9542376449172035
2022-01-10,0.9900943108324735,0.9754226778194129,,1.011358039761767,0.9638771225042174,0.9337164052415647
2022-01-11,0.9906603975116082,0.9707104712185454,,1.0170864529079862,0.9778245370995563,0.9194541499295812
2022-01-12,0.9902830303839918,0.985863380197397,,1.0178765190972223,0.9783262735025304,0.9542376449172035
2022-01-13,0.9950943712918263,0.9863253874985787,,1.0003950707706404,0.9753160081931396,0.9343320173814925
2022-01-14,0.9952830188679245,0.9977824495452288,,0.9975308641975309,0.9813365388119213,0.9600861950934679
2022-01-17,0.9926415209500294,1.0117342382303922,,0.9910123095100308,0.9970900972820493,0.9747588845928423
2022-01-18,0.9936792625571197,1.0116418226716726,,0.9891358175395447,1.0119405455376693,0.9768109772474795
2022-01-19,0.9971697825305866,1.0024022405873767,,0.9924938060619213,1.0214730013145892,0.9686025283466141
2022-01-20,0.9971697825305866,0.9978748651039485,,0.9938765160831404,1.0044149588184192,0.9511594276529309
2022-01-21,0.9983962436891952,1.0089623354081367,,0.9947654441550926,1.0184627360051983,0.9510568778178209
2022-01-24,0.9981132363373378,1.0103482868192644,,0.99456787109375,1.013044304380831,0.9458239397814843
2022-01-25,0.9964151202507738,1.0103482868192644,,1.0007901415412808,1.003010188755164,0.9628565280054597
2022-01-26,0.9933962552052624,1.0196802844622799,,0.9916049533420139,1.0049166952213933,0.9696285746739326
2022-01-27,0.9924528013985112,1.0162616137138203,,0.9881481782889661,0.9993979010055857,0.9584445366262215
2022-01-28,0.9942452772608343,1.018663924793614,,0.9911110960407021,0.9878586527252233,0.9603940011634318
2022-01-31,0.9933018954295032,1.010810294120446,,0.9862716109664352,0.9892634227884786,1.0042068917090181
2022-02-01,0.9905660377358491,0.9935322502455427,,0.9901234567901235,0.9773228772508091,1.0060538064111182
2022-02-02,0.9937735503574587,1.0010162891762489,,0.9932839476032022,0.9749147109358326,0.9757849309201608
2022-02-03,0.9905660377358491,0.9937170813629822,,0.9944691599151234,0.9742122493499781,0.9799918226291789
2022-02-04,0.9999056402242409,0.9899288188720607,,1.0,0.9744129745328585,0.9907654264894992
2022-02-07,0.9971697825305866,0.9793957009353569,,1.0017777807918595,0.9727071932495095,0.9922019070042085
2022-02-08,0.9959433933473983,0.9872493316085249,,1.0020740650318287,0.9763194809990878,0.9870715970852988
2022-02-09,0.9933962552052624,0.9855862040136549,,0.9975308641975309,0.9763194809990878,0.9829674117760245
2022-02-10,0.9928301685261276,0.9793957009353569,,0.9970370068962191,0.9702989503803061,0.9761953651075517
2022-02-11,0.9994339852962854,0.9886352830196526,,0.9858765401957947,0.9702989503803061,0.9850195044306617
2022-02-14,0.979245311809036,0.9946410254729283,,0.9833086178626543,0.9762191184076476,0.9619331097955681
2022-02-15,0.9656603831165241,0.9937170813629822,,0.9827160493827161,0.9813365388119213,0.9501333813256124
2022-02-16,0.9702830044728405,0.9887276985783724,,0.9821234809027778,0.97551673337602,0.9575210401340131
2022-02-17,0.9650943684128096,0.9812435891552492,,0.9851851851851852,0.968492806505517,0.9609070634682495
2022-02-18,0.9679245139068028,0.9817055964564307,,0.9876543209876543,0.9718040830350015,0.959881017140931
2022-02-21,0.9632075327747273,0.9805968212290451,,0.9789629900896991,0.9632751000640299,0.9429509787520656
2022-02-22,0.9665094051720962,0.9793957009353569,,0.9698765130690586,0.9343768746216308,0.9316643125869276
2022-02-23,0.9686792481620357,0.9802272294865833,,0.9770864227671682,0.9314669719036801,0.9351528857562741
2022-02-24,0.9664151173717571,0.9719116620046506,,0.9779752754870756,0.9141079181874164,0.9198645841169719
2022-02-25,0.9716981132075472,0.9823523643826348,,0.9825185516734182,0.923540011372896,0.9378206688331558
2022-03-02,0.9679245139068028,0.970156118851061,,0.9877531075183256,0.9607665711576132,0.9335112272890278
2022-03-03,0.9707547313762162,0.973112782298339,,0.9933827341338735,0.9732088530982568,0.9306381879772921
2022-03-04,0.9699056373452241,0.970156118851061,,0.9972345799575617,0.9758177445961137,0.9290991576274727
2022-03-07,0.9849056747724425,0.9632264322878391,,0.9920987352912809,0.9833433313153639,0.9255078780583825
2022-03-08,0.9850943223485407,0.9677538077712673,,0.9957530834056713,0.9833433313153639,0.9249948940358816
2022-03-09,0.9670754918512309,0.9613785440679468,,0.9972345799575617,0.9920730394692159,0.9229427230989277
2022-03-10,0.9691509750654113,0.9611012973917876,,0.997333366488233,1.0124422819406436,0.935255513873701
2022-03-11,0.9717924729833063,0.9602697688405611,,0.9972345799575617,1.0190647584453858,0.9309460723295729
2022-03-14,0.971509465631449,0.9567587530257989,,0.9718518669222608,1.00742522412781,0.9214036927491083
2022-03-15,0.9731132219422538,0.9609165367667651,,0.9786666304976852,1.0064218278760888,0.9257131342932363
2022-03-16,0.9742452513496831,0.959992592656819,,0.9797530562789352,1.020068231251334,0.9272522429253726
2022-03-17,0.9801886936403671,0.955742393357133,,0.9868641794463735,1.0124422819406436,0.9262261183157372
