Date,KLBN11.SA,MOVI3.SA,NEOE3.SA
2022-01-03,1.0,1.0,1.0
2022-01-04,1.0187134327241691,0.9842623100906122,0.9835962004653449
2022-01-05,0.999610127523175,0.9173770341716829,0.9646687440921833
2022-01-06,1.000389872476825,0.9140983331398885,0.9451103584672138
2022-01-07,0.9836257277762092,0.8963934476258325,0.92681383134586
2022-01-10,0.9758285013214245,0.8786884995757557,0.9116718903148208
2022-01-11,0.9738791389372997,0.8911475509893699,0.9261829622627773
2022-01-12,0.9976608394996218,0.9121311375352202,0.9621450872536768
2022-01-13,0.9922027735452154,0.9068852408987577,0.9526813891514585
2022-01-14,0.985964962637159,0.9199999824899142,0.955205045989965
2022-01-17,0.9528265457127524,0.9311475284764024,0.966561471678882
2022-01-18,0.9793372792522776,0.9154098385670146,0.9697160577691963
2022-01-19,1.0023391605003782,0.9147540858534516,0.9867507865556594
2022-01-20,0.9957115514760685,0.9973770516817687,0.9955835554060697
2022-01-21,0.9684210729828933,1.0052458966364626,0.994321757071179
2022-01-24,0.9446393724205712,0.9895082067270748,0.9968454139096855
2022-01-25,0.9345029111048367,1.0183606382276191,1.0044163844252052
2022-01-26,0.9376218165588649,1.0714754198418288,1.0075709705155196
2022-01-27,0.9578947391903339,1.073442677982518,1.0126182240238075
2022-01-28,0.9781676618218028,1.0616393792824668,1.027129356140489
2022-01-31,0.9773879168681529,1.080655707687628,1.0372239834945154
2022-02-01,0.960623772167537,1.0767213164782914,1.0227128513778336
2022-02-02,0.9586744841439838,1.0655737704918034,1.0233437806296417
2022-02-03,0.9703703610064466,1.0478688224417265,1.0410094386679125
2022-02-04,0.9890838680911872,1.027540988609439,1.01198741510945
2022-02-07,0.9746588838909497,1.0157376899093877,0.9974763431614935
2022-02-08,0.9832358552993842,1.0052458966364626,1.0151419410310392
2022-02-09,0.9719298509137464,1.0327868852459017,1.0063091120119039
2022-02-10,0.961793389598012,1.0459016268370582,0.9955835554060697
2022-02-11,0.9317738781276336,1.0196721436547451,0.9899053124772487
2022-02-14,0.9329434955581084,1.0386885345959274,0.9899053124772487
2022-02-15,0.8943470126792954,1.0714754198418288,1.0182964669526287
2022-02-16,0.8908382347484423,1.0819672131147542,1.0208201839598603
2022-02-17,0.9064327620185831,1.0498360805824154,1.0283910943066548
2022-02-18,0.9099415399494363,1.0426229258052637,1.0138800825274235
2022-02-21,0.9072125069722331,1.0295081842141074,1.0063091120119039
2022-02-22,0.9181286388810459,1.1206557477106813,1.0107255566058342
2022-02-23,0.882651061456261,1.125245891633581,1.0132491532756154
2022-02-24,0.8900584897947923,1.100327913878394,1.0069400412637117
2022-02-25,0.8916179797020922,1.070819667128266,1.0151419410310392
2022-03-02,0.902534111610905,1.0511475860095414,1.0208201839598603
2022-03-03,0.8982456630869735,1.0334426379594646,1.0283910943066548
2022-03-04,0.9403509238966397,0.9868852584088434,1.0094636981022183
2022-03-07,0.9516569282822774,0.9455737754946849,0.9917981002326725
2022-03-08,0.9653021675288651,1.001311505427126,0.9861198573038514
2022-03-09,0.9692008179365432,1.036065586277696,1.0088327688504104
2022-03-10,0.9867446332302373,1.0288524315005443,1.0063091120119039
2022-03-11,0.9929824441382937,1.0,0.994952686322987
2022-03-14,0.9875243781838873,0.9868852584088434,0.9880125848905501
2022-03-15,0.961793389598012,0.9940983506499744,0.9905362417290566
2022-03-16,0.9824561847063059,1.0255737930047708,0.9804416143750304
2022-03-17,1.0089668438852595,1.0308196896412334,0.9962144846578777
2022-03-18,1.0257309885858754,1.0603278738553408,1.0195583254562444
2022-03-21,1.005068267838153,1.0393442873094902,1.0416403679197206
2022-03-22,1.024951317992797,1.0590163684282146,1.0479495401003494
2022-03-23,1.0175438896542657,1.0688524089875768,1.0504731367701308
2022-03-24,1.0370370673320848,1.1016392942334785,1.071293320729991
2022-03-25,0.9734892664604747,1.1180327368564293,1.0851735235948647
2022-03-28,0.9742690114141247,1.150819622102331,1.0813879480840172
2022-03-29,0.9637426776215652,1.1731147140753073,1.100315464625904
2022-03-30,0.9594542290976337,1.1481967363201204,1.0889589787682619
2022-03-31,0.9403509238966397,1.1455737254658684,1.0864352617610302
2022-04-01,0.9251461947427522,1.1921311675525101,1.0914825754380433
2022-04-04,0.9181286388810459,1.1711475810066598,1.100946393877712
2022-04-05,0.9064327620185831,1.15278688024302,1.0845425943430569
2022-04-06,0.9189083838346959,1.124590138920018,1.0687697240602096
2022-04-07,0.90370372904138,1.1180327368564293,1.071293320729991
2022-04-08,0.9072125069722331,1.12721314977427,1.0794952806660436
2022-04-11,0.9005848235873518,1.1357376849065062,1.0940062924452751
2022-04-12,0.8951266832723738,1.1357376849065062,1.0940062924452751
2022-04-13,0.8923976502951706,1.180327868852459,1.0965298891150563
2022-04-14,0.8884990742480641,1.2124590013847976,1.1041009197993013
2022-04-18,0.8697855671633234,1.207868857461898,1.093375363193467
2022-04-19,0.8756335055945548,1.251147535980725,1.0908517665236857
2022-04-20,0.865107246162567,1.2518032886942878,1.0902208372718778
2022-04-22,0.863157883778442,1.1927869202660732,1.1154574056569433
2022-04-25,0.863937628732092,1.1567212714523565,1.111041021231738
2022-04-26,0.8382066401462167,1.1127868402199668,1.0858043325092224
2022-04-27,0.8339181172617136,1.1396720761158428,1.1514195306478427
2022-04-28,0.8276803063536572,1.1770492303566855,1.1987381414963842
2022-04-29,0.8085770011526632,1.1901639094118213,1.1848580589689608
2022-05-02,0.8171539725610978,1.1101639544377562,1.1924289693157553
2022-05-03,0.8272904338768323,1.0577048630010886,1.1640378750091005
